RainToday,Humidity3pm,Pressure3pm,WindGustSpeed
0,0.9002352239602871,0.23289293592240742,0.0782857433032194
0,0.41173418835444037,0.32288289878034393,-0.073677100174436
0,0.06978346343034765,0.6528460959261053,-1.0614355827791961
0,-0.8095184006601764,-0.3220451683681697,-0.073677100174436
0,-1.2980194362660231,0.2178946087794322,0.0782857433032194
0,0.5094343954756096,-0.42703345836909845,1.5979141780797734
0,0.02093335986976298,0.5478578059251766,-0.073677100174436
0,-0.22331715793316037,0.8478243487849536,-0.073677100174436
0,-1.9819208861142086,-0.47202843979805814,0.9140813824303241
1,-0.1744670543725757,-1.2669397783764773,-0.5295656306074022
0,-0.027916743690821692,0.36787788020932066,0.0782857433032194
0,-0.5164177792966684,0.8928193302139303,0.7621185389526687
0,-0.6629680899784224,-0.007080298365400496,-0.9094727393015407
1,0.21633377411210167,0.17289962735045544,1.7498770215574289
1,-0.07676684725140637,1.057800928786794,-0.3776027871297468
1,1.0467855346420412,1.117794237358763,-0.073677100174436
0,-0.7118181935390071,1.237780854502667,-0.073677100174436
0,0.21633377411210167,-0.007080298365400496,-0.073677100174436
0,-0.07676684725140637,0.2778879173513842,-0.6815284740850577
0,0.31403398123327103,-0.27705018693920996,-1.8972312219063008
0,-1.5911200576295312,-1.5069130126642851,-0.073677100174436
0,-1.5911200576295312,-0.05207527979437727,0.23024858678087481
0,-0.3698674686149144,0.4128728616382804,-0.6815284740850577
0,-1.4445697469477772,0.44286951592426493,1.2180070693856349
0,1.2421859488843798,0.02291635592056697,-0.6815284740850577
0,-0.07676684725140637,-0.007080298365400496,-1.365361269734507
0,0.11863356699093232,0.6378477687831131,-0.22563994365209142
0,-0.8095184006601764,0.15790130020746318,0.0782857433032194
0,-1.4445697469477772,-0.6670066926569234,0.0782857433032194
0,-0.3698674686149144,0.08290966449251895,-0.3776027871297468
1,-0.6141179864178378,-1.1769498155185407,1.0660442259079794
0,-0.027916743690821692,1.0877975830727786,0.6101556954750134
1,0.11863356699093232,-0.36704014979714644,0.23024858678087481
0,-0.07676684725140637,0.05291301020655148,0.0782857433032194
0,0.46058429191502503,-0.05207527979437727,0.3062300085197025
1,1.2910360524449644,0.5028628244962169,-1.5933055349509901
0,0.167483670551517,-1.071961525517612,-0.5295656306074022
0,-0.07676684725140637,0.6228494416401209,-0.073677100174436
0,1.97493750229315,0.6078511144971286,-0.7575098958238853
1,0.46058429191502503,0.06791133734954374,-1.0614355827791961
0,-2.2750215074777165,-0.4420317855120907,0.3062300085197025
0,-0.3210173650543297,0.6528460959261053,-0.3776027871297468
0,-0.8095184006601764,0.142902973064488,-0.073677100174436
0,-0.07676684725140637,-0.3970368040831139,-1.0614355827791961
0,1.6329867773690572,1.537747397362444,0.6101556954750134
0,0.11863356699093232,-0.217056878367258,-0.3776027871297468
0,-0.9072186077813458,-0.8319882912297871,-0.073677100174436
0,0.26518387767268636,-0.007080298365400496,-0.073677100174436
0,-0.27216726149374504,0.47286617021023236,0.45819285199735793
0,-1.3957196433871926,0.2628895902083919,0.3062300085197025
1,1.4864364666873031,0.142902973064488,-0.6815284740850577
0,0.41173418835444037,1.297774163074619,0.45819285199735793
0,1.6329867773690572,0.037914683063559225,-1.365361269734507
1,1.1933358453237952,0.44286951592426493,0.3062300085197025
1,-0.027916743690821692,0.3378812259233362,0.9140813824303241
0,1.7795370880508112,-0.24705353265322547,0.6101556954750134
0,-1.6888202647507005,-0.007080298365400496,0.6101556954750134
0,-1.2980194362660231,-0.7419983283718676,-0.6815284740850577
0,0.6071346025967791,0.142902973064488,-0.5295656306074022
1,0.6071346025967791,-0.6820050197998986,0.0782857433032194
0,-0.22331715793316037,-0.9519749083737081,0.0782857433032194
0,0.8513851203997024,0.30788457163735167,-1.365361269734507
0,-0.9072186077813458,-0.007080298365400496,-0.3776027871297468
0,-0.027916743690821692,-0.337043495511162,-0.22563994365209142
1,-0.12561695081199103,1.057800928786794,-1.5173241132121624
0,-0.1744670543725757,0.8628226759279458,-0.6815284740850577
1,0.02093335986976298,-1.1469531612325563,-0.6815284740850577
0,0.5094343954756096,0.8178276944989861,-0.6815284740850577
0,-0.9072186077813458,-1.671894611237166,3.421468299811638
0,1.339886156005549,-0.007080298365400496,-1.5933055349509901
0,1.1444857417632104,1.5977407059344129,-1.8972312219063008
0,-1.6399701611901158,-0.5020250940840427,0.6101556954750134
0,1.7306869844902264,-1.9868594812399352,0.45819285199735793
0,0.02093335986976298,2.4676436802277593,-1.7452683784286456
0,-0.1744670543725757,1.057800928786794,-1.0614355827791961
1,1.2910360524449644,0.12790464592149572,1.5979141780797734
1,0.02093335986976298,1.117794237358763,-0.22563994365209142
0,-0.6629680899784224,0.05291301020655148,0.23024858678087481
0,-0.565267882857253,1.0278042745008265,0.45819285199735793
0,-0.6629680899784224,-0.007080298365400496,-0.5295656306074022
1,0.9002352239602871,-0.15706356979528896,2.433709817206878
0,0.02093335986976298,-0.5020250940840427,-1.5933055349509901
0,-0.27216726149374504,-0.08207193408034473,-0.073677100174436
0,0.06978346343034765,-0.7719949826578351,-0.22563994365209142
0,-0.1744670543725757,-0.47202843979805814,0.6101556954750134
0,-0.8095184006601764,-0.007080298365400496,-0.073677100174436
